№,P,#,Инфинитив,3 л. настоящего вр.,3 л. прошедшего однократного вр.,Вопрос,Перевод
3926,,,užknisti,ùžknisa,užknìso,,"(грубое) надоесть, достать"
3927,,,užkopti,užkõpia,ùžkopė,,"взобраться, подняться"
3928,,,užkrauti,užkráuna,užkróvė,,"нагрузить, навалить"
3929,,,užkrėsti,ùžkrečia,užkrėtė,,заразить
3930,,,užkurti,ùžkuria,užkū́rė,,"затопить (печь), завести (мотор)"
3931,,,užlaikyti,užlaĩko,užlaĩkė,,"задержать, удержать"
3932,,,užleisti,užléidžia,užléido,,"запустить (болезнь, дела); уступить (место)"
3933,,,užlieti,užlíeja,užlíejo,,залить
3934,,,užlipti,ùžlipa,užlìpo,,"залезть, взобраться"
3935,,,užmaskuoti,užmaskúoja,užmaskãvo,,замаскировать
3936,,,užmauti,užmáuna,užmóvė,,надеть (на что-то)
3937,,,užmegzti,ùžmezga,ùžmezgė,,"завязать (узел, знакомство)"
3938,,,užmesti,ùžmeta,ùžmetė,,"забросить, набросить"
3939,,,užmigdyti,užmìgdo,užmìgdė,,усыпить
3940,,,užmìgti,užmiñga,užmìgo,,"засыпать,уснуть"
3941,,,užminti,ùžmina,užmýnė,,наступить (на что-то); загадать (загадку)
3942,,,užminuoti,užminúoja,užminãvo,,заминировать
3943,,,užmiršti,užmìršta,užmir̃šo,,забыть
3944,,,užmokėti,užmóka,užmokė́jo,,заплатить
3945,,,užmušinėti,užmušinė́ja,užmušinė́jo,,убивать (многократно)
3946,,,užmušti,ùžmuša,ùžmušė,,убить
3947,,,užnervinti,užnervina,užnervino,,"понервировать, раздражить"
3948,,,užnešti,ùžneša,ùžnešė,,"занести, нанести (сверху)"
3949,,,užpildyti,užpildo,užpildė,ką?,заполнить
3950,,,užpilti,ùžpila,užpýlė,,"залить, насыпать (сверху)"
3951,,,užprogramuoti,užprogramúoja,užprogramãvo,,запрограммировать
3952,,,užpulti,užpúola,užpúolė,,напасть
3953,,,užpurkšti,užpurškia,užpurškė,,"опрыскать, забрызгать"
3954,,,užpūsti,ùžpučia,ùžpūtė,,"задуть, надуть (сверху)"
3955,,,užrakinti,užrakina,užrakino,ką?,закрыть на замок
3956,,,užrašyti,ùžrašo,užrãšė,,записать
3957,,,užregistruoti,užregistrúoja,užregistrãvo,,зарегистрировать
3958,,,užrišti,ùžriša,užrìšo,,завязать
3959,,,užsakyti,užsãko,užsãkė,,заказать
3960,,,užšaldyti,užšáldo,užšáldo,,заморозить
3961,,,užsegti,ùžsega,ùžsegė,,застегнуть
3962,,,užsibaigti,užsibaĩgia,užsìbaigė,,закончиться
3963,,,užsibūti,užsibū̃na,užsibùvo,,"засидеться, задержаться"
3964,,,užsičiaupti,užsičiáupia,užsičiáupė,,"заткнуться, замолчать (грубо)"
3965,,,užsidaryti,užsidãro,užsidãrė,,закрыться
3966,,,užsidegti,užsìdega,užsìdegė,,"загореться, зажечься"
3967,,,užsidėti,užsìdeda,užsidė́jo,,"надеть (на себя), положить (на себя)"
3968,,,užsidirbti,užsidìrba,užsidìrbo,,заработать
3969,,,užsigaudinėti,užsigaudinėja,užsigaudinėjo,,"задевать, дразнить (многократно)"
3970,,,užsigauti,užsigáuna,užsigãvo,,"ушибиться, задеть себя"
3971,,,užsigeisti,užsigeĩdžia,užsìgeidė,,"захотеть, возжелать"
3972,,,užsiimti,užsìima,užsìėmė,,заняться
3973,,,užsikabinti,užsikabìna,užsikabìno,,зацепиться
3974,,,užsikrėsti,užsikrečia,užsikrėtė,kuo?,заразиться
3975,,,užsiliepsnoti,užsiliepsnója,užsiliepsnójo,,"загореться, воспламениться"
3976,,,užsilikti,užsiliẽka,užsilìko,,"остаться, задержаться"
3977,,,užsimanyti,užsimãno,užsimãnė,,"захотеть, пожелать"
3978,,,užsimaskuoti,užsimaskúoja,užsimaskãvo,,замаскироваться
3979,,,užsimauti,užsimáuna,užsimóvė,,"надеть (на себя, напр., обувь, штаны)"
3980,,,užsimerkti,užsimérkia,užsimérkė,,закрыть глаза
3981,,,užsimesti,užsìmeta,užsìmetė,,набросить (на себя)
3982,,,užsiminti,užsìmena,užsìminė,,"намекнуть, упомянуть"
3983,,,užsimiršti,užsimìršta,užsimir̃šo,,забыться
3984,,,užsimokėti,užsimóka,užsimokė́jo,,заплатить (за себя)
3985,,,užsimoti,užsimója,užsimójo,,замахнуться
3986,,,užsimušti,užsìmuša,užsìmušė,,"убиться, разбиться насмерть"
3987,,,užsipilti,užsìpila,užsipýlė,,"залить (себе), насыпать (себе)"
3988,,,užsipulti,užsipúola,užsipúolė,,напасть (на кого-то)
3989,,,užsirašyti,užsirãšo,užsirãšė,,"записаться, расписаться"
3990,,,užsiropšti,užsirõpščia,užsìropštė,,"вскарабкаться, взобраться"
3991,,,užsirūkyti,užsirū̃ko,užsirū̃kė,,закурить
3992,,,užsisakinėti,užsisakinė́ja,užsisakinė́jo,,заказывать (многократно)
3993,,,užsisakyti,užsisako,užsisakė,ką?,заказать
3994,,,užsisegti,užsìsega,užsìsegė,,застегнуться
3995,,,užsiskaityti,užsiskaito,užsiskaitė,,зачитаться
3996,,,užsispirti,užsìspiria,užsispýrė,,"упереться, упрямиться"
3997,,,užsitarnauti,užsitarnáuja,užsitarnãvo,,заслужить
3998,,,užsitęsti,užsìtęsia,užsìtęsė,,"затянуться, продлиться"
3999,,,užsitikrinti,užsitìkrina,užsitìkrino,,"обеспечить себе, гарантировать"
4000,,,užsitrenkti,užsitreñkia,užsìtrenkė,,захлопнуться
4001,,,užsivėlinti,užsivėlina,užsivėlino,,"опоздать, задержаться"
4002,,,užsivilkti,užsìvelka,užsivil̃ko,,надеть (на себя одежду)
4003,,,užskaityti,užskaĩto,užskaĩtė,,"зачесть, засчитать"
4004,,,užsklęsti,užskleñdžia,ùžsklendė,,"запереть (на засов), защелкнуть"
4005,,,užslėpti,užslėpia,ùžslėpė,,"скрыть, утаить"
4006,,,užsmirsti,užsmirsta,užsmìrdo,,завонять
4007,,,užspringti,užspriñgsta,užspriñgo,,"подавиться, поперхнуться"
4008,,,užstatyti,ùžstato,užstãtė,,"заставить (мебелью), заложить (в ломбард)"
4009,,,užstoti,užstója,užstójo,,"заслонить, заступиться"
4010,,,užstrigti,užstriñga,užstrìgo,,застрять
4011,,,užstumti,ùžstumia,užstū́mė,,"затолкать, задвинуть"
4012,,,užsukti,ùžsuka,užsùko,,"закрутить, завернуть; зайти (в гости)"
4013,,,užtaisyti,ùžtaiso,užtaĩsė,,"зарядить (оружие), заделать (дыру)"
4014,,,užtarti,ùžtaria,ùžtarė,,"заступиться, походатайствовать"
4015,,,užtekti,užteñka,užtẽko,,"хватить, быть достаточным"
4016,,,užteršti,užter̃šia,ùžteršė,,загрязнить
4017,,,ūžti,ū̃žia,ū̃žė,,"гудеть, шуметь (о ветре, толпе)"
4018,,,užtiesti,užtiẽsia,ùžtiesė,,"застелить, настелить"
4019,,,užtikrinti,užtìkrina,užtìkrino,,"обеспечить, гарантировать"
4020,,,užtikti,užtiñka,užtìko,,"застать, обнаружить"
4021,,,užtįsti,užtįsta,užtįso,,"вытянуться, растянуться (надолго)"
4022,,,užtraukti,užtráukia,užtráukė,,"затянуть, натянуть; запеть (песню)"
4023,,,užtrenkti,užtreñkia,ùžtrenkė,,захлопнуть
4024,,,užtrukti,užtruñka,užtrùko,,"задержаться, занять время"
4025,,,užtverti,ùžtveria,užtvė́rė,,"загородить, перегородить"
4026,,,užtvindyti,užtvìndo,užtvìndė,,затопить
4027,,,užuosti,užúodžia,užúodė,,"почуять, унюхать"
4028,,,užvaldyti,užval̃do,užval̃dė,,"овладеть, захватить"
4029,,,užvažiuoti,užvažiúoja,užvažiãvo,,"заехать, наехать"
4030,,,užversti,užver̃čia,ùžvertė,,"завалить, опрокинуть"
4031,,,užverti,ùžveria,užvė́rė,,"закрыть (напр., дверь)"
4032,,,užvesti,ùžveda,ùžvedė,,завести (мотор); привести (куда-то)
4033,,,užvirti,užvérda,ùžvirė,,закипеть
4034,370,332,vadìnti,vadìna,vadìno,ką? / kuo?,"называть,звать"
4035,,,vadintis,vadìnasi,vadìnosi,,называться
4036,371,333,vadováuti,vadováuja,vadovãvo,kam?,руководить
4037,,,vadovautis,vadováujasi,vadovãvosi,,руководствоваться
4038,,,vadžioti,vadžioja,vadžiojo,,"водить (на поводке), управлять"
4039,,,vagiliauti,vagiliáuja,vagiliãvo,,"воровать (по мелочи, часто)"
4040,,,vagoti,vagója,vagójo,,"бороздить, пахать"
4041,372,334,vaidìnti,vaidìna,vaidìno,ką?,"играть(насцене), исполнять роль, изображать"
4042,373,335,váikščioti,váikščioja,váikščiojo,kuo? / po ką?,ходить; гулять
4043,,,vaikštinėti,vaikštinė́ja,vaikštinė́jo,,"прогуливаться, ходить (без цели)"
4044,,,vaikyti,vaĩko,vaĩkė,,"гонять, разгонять"
4045,,,vainikuoti,vainikúoja,vainikãvo,,"венчать, увенчать"
4046,,,vaipyti,vaipo,vaipė,,"гримасничать, корчить рожи"
4047,374,336,vairúoti,vairúoja,vairãvo,ką?,"вести, водить (о транспорте), управлять"
4048,375,337,váišinti,váišina,váišino,ką? / kuo?,угощать
4049,,,vaišintis,vaišìnasi,vaišìnosi,,угощаться
4050,,,vaizduoti,vaizdúoja,vaizdãvo,,"изображать, представлять"
4051,,,vakarienauti,vakarieniáuja,vakarieniãvo,,ужинать
4052,376,338,vakarieniáuti,vakarieniáuja,vakarieniãvo,,ужинать
4053,,,valdyti,val̃do,val̃dė,,"управлять, владеть"
4054,,,valgydinti,valgydìna,valgydìno,,кормить (кого-то)
4055,377,339,válgyti,válgo,válgė,ką? / ko?,"есть, кушать"
4056,,,valioti,valiója,valiójo,,"валять, катать"
4057,,,valkatauti,valkatáuja,valkatãvo,,бродяжничать
4058,378,340,valýti,vãlo,vãlė,ką?,"чистить, очищать, убирать"
4059,,,valytis,valosi,valėsi,ką?,чиститься
4060,,,vanoti,vanója,vanójo,,парить (в бане)
4061,,,vardinti,var̃dina,var̃dino,,"перечислять, называть"
4062,,,vardyti,var̃dija,var̃dijo,,"перечислять, называть"
4063,,,varginti,várgina,várgino,,"утомлять, мучить"
4064,,,vargintis,várginasi,varginosi,,"утомляться, мучиться"
4065,,,vargti,var̃gsta,var̃go,,"бедствовать, мучиться"
4066,,,varinėti,varinė́ja,varinė́jo,,"гонять, разгонять (многократно)"
4067,,,varstyti,vársto,várstė,,"открывать/закрывать (многократно), листать"
4068,379,341,vartóti,vartója,vartójo,ką?,"принимать (лекарства), употреблять, потреблять; использовать, пользоваться"
4069,,,vartyti,var̃to,var̃tė,,"вертеть, крутить (многократно)"
4070,,,vartytis,var̃tosi,var̃tėsi,,"вертеться, крутиться"
4071,,,varvėti,var̃va,varvė́jo,,"капать, течь"
4072,,,varyti,vãro,varė̃,,"гнать, вести"
4073,,,varžyti,var̃žo,var̃žė,,"стеснять, ограничивать"
4074,,,varžytis,var̃žosi,var̃žėsi,,"соревноваться, соперничать"
4075,,,vasaroti,vasarója,vasarójo,,проводить лето
4076,,,vaškuoti,vaškuoja,vaškãvo,,"вощить, натирать воском"
4077,380,342,važinė́ti,važinė́ja,važinė́jo,,"ездить, разъезжать, катать"
4078,,,važinėtis,važinė́jasi,važinė́josi,,кататься
4079,381,343,važiúoti,važiúoja,važiãvo,kuo?,ехать
4080,,,veblenti,veblẽna,veblẽno,,"лепетать, бормотать"
4081,,,vėdinti,vėdìna,vėdìno,,проветривать
4082,,,vedžioti,vedžiója,vedžiójo,,водить (многократно)
4083,,,veidmaniauti,veidmainiáuja,veidmainiãvo,,"лицемерить, притворяться"
4084,382,344,veĩkti,veĩkia,veĩkė,ką?,делать;действовать;влиять
4085,,,veisti,veĩsia,veitė,,"разводить (животных), размножать"
4086,,,veistis,veĩsiasi,veĩsėsi,,размножаться (о животных)
4087,,,veizėti,veizėja,veizė́jo,,"смотреть, глядеть (архаично)"
4088,,,vėjuoti,vėjuoja,vėjavo,,"быть ветреным, дуть (о ветре)"
4089,,,vėlinti,vė̃lina,vė̃lino,,"задерживать, опаздывать (кого-то)"
4090,,,vėlintis,vė̃linasi,vėlinosi,,"задерживаться, опаздывать (самому)"
4091,,,velti,vẽlia,vėlė̃,,"валять (шерсть), сваливать"
4092,383,345,vėlúoti,vėlúoja,vėlãvo,į ką?,опаздывать
4093,,,vemti,vẽmia,vė́mė,,"рвать, тошнить"
4094,,,vengti,véngia,véngė,,избегать
4095,,,vergauti,vergáuja,vergãvo,,"рабствовать, быть в рабстве"
4096,,,verkšlenti,verkšlẽna,verkšlẽno,,"хныкать, скулить"
4097,,,verkti,verkia,verkė,,плакать
